horse_id,race_id,日付,開催,天気,R,レース名,枠番,馬番,オッズ,人気,騎手,斤量,距離,馬場,馬体重,着順,前走着順,前々走着順,pred,馬名,SFレース名,SF騎手,SF馬名
2021104314,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,2,4,3.4,1,川田将雅,57,ダ1800,良,486(-6),7,3,2,0.1753301356819323,ダンツティアラ,コズミックチャンピオン1級,カワダ・スーパーノヴァ,パルサー・ドライブ
2021106845,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,3,5,51.6,8,石神深道,54,ダ1800,良,488(+12),5,4,10,0.027225540248244,ザロック,コズミックチャンピオン1級,イシガミ・ディープスペース,パルサー・ブリーズ
2021104762,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,3,6,4.3,3,ルメール,57,ダ1800,良,456(-12),9,1,2,0.1888065602706475,レッドアレグロ,コズミックチャンピオン1級,ルメール・コスモス,ルナ・レイ
2021105575,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,4,7,23.2,6,マーカン,57,ダ1800,良,484(+8),14,4,6,0.0462348493010023,セイロンジェムズ,コズミックチャンピオン1級,マーカン・ステルス,パルサー・パルス
2021105182,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,4,8,4.2,2,Ｃ．デム,57,ダ1800,良,512(+4),1,2,3,0.3087765498445652,ドバイブルース,コズミックチャンピオン1級,C.ネブラ,パルサー・リンク
2021104754,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,5,9,99.2,10,丸田恭介,55,ダ1800,良,516(+4),4,4,15,0.0096801571755569,ベルフィーヌ,コズミックチャンピオン1級,マルタ・コスモス,ルナ・グロウ
2021100329,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,5,10,5.3,4,横山和生,57,ダ1800,良,510(+6),3,3,10,0.1450316664439177,プルナチャンドラ,コズミックチャンピオン1級,ヨコヤマ・コズモス,オービタル・グロウ
2021101928,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,6,11,6.1,5,ムーア,57,ダ1800,良,468(0),2,2,2,0.1234220876213693,チザルピーノ,コズミックチャンピオン1級,ムーア・メテオ,ステラー・ブリーズ
2019101403,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,6,12,350.7,16,横山琉人,55,ダ1800,良,468(+12),11,15,1,0.0057066067800237,プラチナジェット,コズミックチャンピオン1級,ヨコヤマ・ルナリス,ブラックホール・スパーク
2020105510,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,7,13,345.3,15,木幡巧也,58,ダ1800,良,478(+6),15,9,11,0.005548974420427,インオービット,コズミックチャンピオン1級,コワタ・ステラー,コズミック・シフト
2021101201,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,7,14,41.5,7,横山武史,57,ダ1800,良,486(+14),10,9,5,0.0156703521440847,ロードインフェルノ,コズミックチャンピオン1級,ヨコヤマ・フォトン,ソラリス・ストーム
2019106972,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,8,15,299.2,14,佐藤翔馬,55,ダ1800,良,454(+8),12,5,6,0.0053925376463116,ロストボール,コズミックチャンピオン1級,サトウ・コメット,ブラックホール・グロウ
2021105890,202406050807,2024/12/22,中山,晴,7,3歳以上1勝クラス,8,16,53.4,9,菅原明良,57,ダ1800,良,500(+6),13,16,1,0.0174148309610127,ロクシアス,コズミックチャンピオン1級,スガワラ・イオン,パルサー・ドライブ
2019104952,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),1,1,53.1,8,武藤雅,56,ダ1200,良,450(+16),7,10,3,0.0222644134813868,ロープスピニング,ウィンターソルスティス特別(2級),ムトウ・ギャラクシア,ブラックホール・グロウ
2020103575,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),1,2,99,11,北村宏司,58,ダ1200,良,508(+12),14,15,8,0.010245201748483,シュバルツガイスト,ウィンターソルスティス特別(2級),キタムラ・アルファ,ブラックホール・シフト
2021101121,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),2,3,4,2,松山弘平,55,ダ1200,良,472(+6),16,1,2,0.1741899711591628,ミライテーラー,ウィンターソルスティス特別(2級),松山弘平,パルサー・ストーム
2021100161,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),2,4,27.7,7,マーカン,57,ダ1200,良,462(+10),1,10,11,0.0284506808205012,ロードフロンティア,ウィンターソルスティス特別(2級),マーカン・ステルス,オリオン・ゲート
2021106307,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),3,5,13.2,6,津村明秀,57,ダ1200,良,488(+8),5,13,1,0.050590144329372,モリノセピア,ウィンターソルスティス特別(2級),ツムラ・ブライトスター,パルサー・グロウ
2019105064,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),3,6,145.7,14,ドイル,56,ダ1200,良,440(-10),10,10,6,0.0069242976302816,ファミリークレスト,ウィンターソルスティス特別(2級),ドイル・ゼニス,ブラックホール・フレア
2021105965,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),4,7,6.3,5,戸崎圭太,57,ダ1200,良,528(+8),6,1,5,0.1247108845898112,ダノンマカルー,ウィンターソルスティス特別(2級),トザキ・オーロラ,ステラー・ウェイブ
2020102562,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),4,8,141.7,13,丸田恭介,56,ダ1200,良,454(+2),13,11,15,0.0071069026819077,レディアス,ウィンターソルスティス特別(2級),マルタ・コスモス,コズミック・パルス
2019100593,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),5,9,328.9,16,菊沢一樹,56,ダ1200,良,478(+6),15,7,12,0.0134711133519583,フラッシュアーク,ウィンターソルスティス特別(2級),キクザワ・ゼニス,ルナ・ビーム
2019100937,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),5,10,75.2,10,池添謙一,58,ダ1200,良,462(+10),4,6,1,0.0092503133121071,ニシノコニャック,ウィンターソルスティス特別(2級),イケゾエ・オリオン,クォンタム・レイ
2020101567,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),6,11,5.7,4,ムーア,58,ダ1200,良,536(+10),12,11,9,0.1605221012834974,サトノガレオン,ウィンターソルスティス特別(2級),ムーア・メテオ,ステラー・フォース
2019106704,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),6,12,3.4,1,ルメール,56,ダ1200,良,500(-8),9,4,2,0.1557193165921749,カンザシ,ウィンターソルスティス特別(2級),ルメール・コスモス,スター・ブラスト
2019103815,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),7,13,194.7,15,内田博幸,56,ダ1200,良,462(+2),11,11,12,0.0058235557366549,スマイルアップ,ウィンターソルスティス特別(2級),ウチダ・プルート,クォンタム・ビーム
2019100871,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),7,14,54.7,9,荻野琢真,58,ダ1200,良,500(0),8,3,9,0.0128011628952279,ブルーノート,ウィンターソルスティス特別(2級),オギノ・ソラリウム,クォンタム・ウェイブ
2021100338,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),8,15,104,12,石橋脩,55,ダ1200,良,426(-10),2,11,13,0.0086677568081067,テセラリアン,ウィンターソルスティス特別(2級),イシバシ・クォンタム,クォンタム・ウェイブ
2020100363,202406050808,2024/12/22,中山,晴,8,冬至特別(2勝クラス),8,16,5.7,3,横山和生,58,ダ1200,良,530(+8),3,3,3,0.153291850619426,キョウエイカンフ,ウィンターソルスティス特別(2級),ヨコヤマ・コズモス,スター・スパーク
2019102496,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),1,1,73.6,13,藤懸貴志,55,芝2500,良,470(+2),16,7,5,0.0092518499453845,スズノマーベリック,ギャラクティックフォーチュンH(2級),フジカケ・ライトイヤー,クエーサー・ブリーズ
2021103557,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),1,2,10.9,5,菅原明良,55,芝2500,良,520(-2),11,2,1,0.0784779046139957,グランアルティスタ,ギャラクティックフォーチュンH(2級),スガワラ・イオン,パルサー・ウェイブ
2021105499,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),2,3,6.9,4,松山弘平,55,芝2500,良,448(+2),3,3,1,0.1217663313289745,アバンデル,ギャラクティックフォーチュンH(2級),松山弘平,ルナ・ウェイブ
2016102767,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),2,4,54.9,11,幸英明,56,芝2500,良,474(+2),10,3,4,0.0138450260612114,プレイリードリーム,ギャラクティックフォーチュンH(2級),ユキ・サターン,ブラックホール・フォース
2021105104,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),3,5,6.6,3,坂井瑠星,55,芝2500,良,516(+4),2,6,4,0.1460684708056188,サンライズソレイユ,ギャラクティックフォーチュンH(2級),サカイ・ステラリス,ルナ・フォース
2020106677,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),3,6,14.2,6,マーカン,55,芝2500,良,456(+10),5,1,3,0.0611071977595686,スピーディブレイク,ギャラクティックフォーチュンH(2級),マーカン・ステルス,コズミック・フォース
2020103321,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),4,7,18.5,7,Ｃ．デム,54,芝2500,良,510(+10),13,13,11,0.0548783407829211,カナオールウェイズ,ギャラクティックフォーチュンH(2級),C.ネブラ,コズミック・フォース
2019100212,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),4,8,30.5,8,ドイル,56,芝2500,良,460(+10),7,2,6,0.0204101028794995,ウインマイルート,ギャラクティックフォーチュンH(2級),ドイル・ゼニス,ウォープ・ブラスト
2016102550,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),5,9,92.9,15,津村明秀,54,芝2500,良,486(-6),14,6,2,0.0075269834149935,シュブリーム,ギャラクティックフォーチュンH(2級),ツムラ・ブライトスター,ブラックホール・シャドウ
2020103205,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),5,10,50.9,10,横山武史,55,芝2500,良,550(+10),8,3,5,0.016388804762769,フロムナウオン,ギャラクティックフォーチュンH(2級),ヨコヤマ・フォトン,ブラックホール・シフト
2018105047,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),6,11,68,12,横山和生,56,芝2500,良,468(-4),15,7,6,0.0099340728937594,ホウオウサンデー,ギャラクティックフォーチュンH(2級),ヨコヤマ・コズモス,ステラー・エコー
2020101548,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),6,12,5,2,川田将雅,57,芝2500,良,478(+4),6,2,4,0.1754270155631825,アイザックバローズ,ギャラクティックフォーチュンH(2級),カワダ・スーパーノヴァ,スター・パルス
2020102976,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),7,13,47.7,9,石橋脩,56,芝2500,良,506(-2),9,4,10,0.0162802758285564,ノーブルクライ,ギャラクティックフォーチュンH(2級),イシバシ・クォンタム,コズミック・ブリーズ
2021104751,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),7,14,124.6,16,戸崎圭太,54,芝2500,良,528(+8),12,16,9,0.0160305656458658,オリエンタルナイト,ギャラクティックフォーチュンH(2級),トザキ・オーロラ,パルサー・クロス
2021103033,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),8,15,82.5,14,北村宏司,54,芝2500,良,452(+8),4,1,6,0.0083873076836522,ハイラント,ギャラクティックフォーチュンH(2級),キタムラ・アルファ,ルナ・エコー
2021105829,202406050809,2024/12/22,中山,晴,9,グッドラックH(2勝クラス),8,16,2.5,1,ルメール,56,芝2500,良,470(+2),1,5,1,0.2826856451408912,スティンガーグラス,ギャラクティックフォーチュンH(2級),ルメール・コスモス,パルサー・ストリーム
2020106415,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),1,1,50.7,11,杉原誠人,58,芝1600,良,486(0),13,11,5,0.0165882044170236,ロゼル,スターダストレガシーC(2級),スギハラ・アポロ,オービタル・フラックス
2021103799,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),1,2,11.9,5,松山弘平,57,芝1600,良,468(-8),8,3,8,0.0767692591988876,ケイケイ,スターダストレガシーC(2級),松山弘平,ルナ・ブリーズ
2020105185,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),2,3,13.6,7,ドイル,56,芝1600,良,456(0),2,10,11,0.0712830158214222,ウインレイアー,スターダストレガシーC(2級),ドイル・ゼニス,ウィンレイアー
2020105185,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),2,3,13.6,7,ドイル,56,芝1600,良,456(0),2,10,11,0.0712830158214222,ウインレイアー,スターダストレガシーC(2級),ドイル・ゼニス,ウォープ・ストリーム
2020102535,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),2,4,132.6,15,菊沢一樹,58,芝1600,良,454(0),12,8,8,0.0067870895843893,トーセントラム,スターダストレガシーC(2級),キクザワ・ゼニス,ステラー・レイ
2019104868,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),3,5,59.5,12,石田拓郎,56,芝1600,良,458(0),15,6,4,0.0149994836947715,ブルトンクール,スターダストレガシーC(2級),イシダ・ノヴァ,クェーサー・シフト
2020103701,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),3,6,75.4,13,大野拓弥,56,芝1600,良,470(+8),16,13,1,0.0083913075725375,ルージュイストリア,スターダストレガシーC(2級),オオノ・オリオン,ブラックホール・ウェイブ
2021105540,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),4,7,6.5,2,Ｃ．デム,55,芝1600,良,444(-6),7,4,13,0.1424361701792336,サロニコス,スターダストレガシーC(2級),C.ネブラ,コズミック・ブリーズ
2021104326,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),4,8,6.6,3,石橋脩,57,芝1600,良,456(+10),5,11,3,0.0940605580031476,ユキノロイヤル,スターダストレガシーC(2級),イシバシ・クォンタム,プレアデス・スパーク
2021102106,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),5,9,7.1,4,丸山元気,57,芝1600,良,476(+2),3,1,2,0.1339220273496225,ツルマウカタチ,スターダストレガシーC(2級),マルヤマ・ネビュラ,クォンタム・スパーク
2021100935,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),5,10,23,9,菅原明良,57,芝1600,良,516(0),4,5,17,0.088727009197572,ララマセラシオン,スターダストレガシーC(2級),スガワラ・イオン,ブラックホール・シフト
2017110086,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),6,11,330.7,16,黛弘人,58,芝1600,良,480(+10),14,12,8,0.0053925376463116,ジッピーレーサー,スターダストレガシーC(2級),マユズミ・プラネッツ,ブラックホール・ゲート
2020105203,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),6,12,16.4,8,マーカン,56,芝1600,良,470(+6),11,4,8,0.0357495655359,ウインアイオライト,スターダストレガシーC(2級),マーカン・ステルス,ウォープ・プリーズ
2020103696,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),7,13,12.8,6,戸崎圭太,56,芝1600,良,456(-16),9,9,2,0.0536116152686004,ラレーヌデリス,スターダストレガシーC(2級),トザキ・オーロラ,ネビュラ・パルス
2021105121,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),7,14,3.1,1,横山武史,55,芝1600,良,440(-2),1,5,1,0.2371520483634598,ピックアチェリー,スターダストレガシーC(2級),ヨコヤマ・フォトン,パルサー・レイ
2020101808,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),8,15,40,10,横山典弘,58,芝1600,良,492(-2),6,4,7,0.0166942061929403,ハワイアンタイム,スターダストレガシーC(2級),ヨコヤマ・オリオン,ホライゾン・リンク
2019105063,202406050810,2024/12/22,中山,晴,10,オルフェーヴルC(2勝クラス),8,16,126.1,14,野中悠太,56,芝1600,良,500(+4),10,9,10,0.0067694017518756,アーレンダール,スターダストレガシーC(2級),ノナカ・オービット,クォンタム・シャドウ
2021105143,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),1,1,4,2,横山典弘,56,芝2500,良,520(-2),3,6,1,0.1798462990377886,ダノンデサイル,テラノヴァ大賞(GI),ヨコヤマ・オリオン,パルサー・シフト
2021105436,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),2,3,2.8,1,ルメール,56,芝2500,良,516(+6),6,1,1,0.2045110170592747,アーバンシック,テラノヴァ大賞(GI),ルメール・コスモス,ネビュラ・フレア
2019105748,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),2,4,35.1,11,菅原明良,58,芝2500,良,432(+2),12,12,11,0.0164343081662107,ブローザホーン,テラノヴァ大賞(GI),スガワラ・イオン,プレアデス・ストリーム
2020102781,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),3,5,7.1,3,横山和生,58,芝2500,良,512(-2),4,6,3,0.1157984306075697,ベラジオオペラ,テラノヴァ大賞(GI),ヨコヤマ・コズモス,オリオン・ドライブ
2019105552,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),3,6,17.2,7,マーカン,58,芝2500,良,506(0),7,2,10,0.0354657153484598,ローシャムパーク,テラノヴァ大賞(GI),マーカン・ステルス,プレアデス・パルス
2019104740,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),4,7,17.6,8,川田将雅,56,芝2500,良,498(-2),14,7,8,0.0332529643428787,スターズオンアース,テラノヴァ大賞(GI),カワダ・スーパーノヴァ,ノヴァ・ウェイブ
2021105898,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),4,8,10.9,5,戸崎圭太,54,芝2500,良,468(-4),1,5,5,0.0772002194206734,レガレイラ,テラノヴァ大賞(GI),トザキ・オーロラ,オリオン・ストリーム
2017102170,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),5,9,49.7,12,幸英明,58,芝2500,良,502(-14),13,2,7,0.0156840455415004,ディープボンド,テラノヴァ大賞(GI),ユキ・サターン,オリオン・パルス
2018104541,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),5,10,16.4,6,三浦皇成,58,芝2500,良,474(0),11,2,4,0.0429343302760425,プログノーシス,テラノヴァ大賞(GI),ミウラ・プルサー,ステラー・ブリーズ
2019105346,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),6,11,10.9,4,坂井瑠星,58,芝2500,良,468(0),5,5,4,0.0521995450681637,ジャスティンパレス,テラノヴァ大賞(GI),サカイ・ステラリス,プレアデス・ドライブ
2019104447,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),6,12,108.1,14,鮫島克駿,58,芝2500,良,478(0),10,10,11,0.0081955899808751,シュトルーヴェ,テラノヴァ大賞(GI),サメジマ・パルサー,クォンタム・ビーム
2019105565,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),7,13,27.1,9,ムーア,56,芝2500,良,496(-2),8,1,6,0.0212317268106012,スタニングローズ,テラノヴァ大賞(GI),ムーア・メテオ,ブラックホール・リンク
2019105195,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),7,14,122.4,15,松山弘平,58,芝2500,良,496(+4),9,9,14,0.0080769491563693,ダノンベルーガ,テラノヴァ大賞(GI),松山弘平,ネビュラ・フラックス
2016104624,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),8,15,57.1,13,吉田豊,58,芝2500,良,492(+12),15,1,3,0.012906275002855,ハヤヤッコ,テラノヴァ大賞(GI),ヨシダ・ステラリス,ブラックホール・シフト
2018105165,202406050811,2024/12/22,中山,晴,11,有馬記念(GI),8,16,30.1,10,Ｃ．デム,58,芝2500,良,458(0),2,3,5,0.0193389993490305,シャフリヤール,テラノヴァ大賞(GI),C.ネブラ,ステラー・ウェイブ
2019102521,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),1,1,63.6,10,幸英明,58,ダ1200,良,522(+2),13,14,16,0.0168307781036077,スマートラプター,コズミックフェアウェルS(3級),ユキ・サターン,ブラックホール・ブリーズ
2019105058,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),1,2,12.4,4,菅原明良,58,ダ1200,良,566(-2),3,11,1,0.074902236840414,ミユキアイラブユー,コズミックフェアウェルS(3級),スガワラ・イオン,プレアデス・レイ
2019103562,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),2,3,65.5,12,石橋脩,58,ダ1200,良,490(+4),14,9,15,0.0108524404833857,ダテボレアス,コズミックフェアウェルS(3級),イシバシ・クォンタム,ネビュラ・パルス
2019102753,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),2,4,116.7,14,池添謙一,56,ダ1200,良,494(-10),15,12,4,0.0072515207534465,カフジエニアゴン,コズミックフェアウェルS(3級),イケゾエ・オリオン,クォンタム・フレア
2019101185,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),3,5,20.8,6,マーカン,58,ダ1200,良,500(0),5,1,4,0.0348172259046438,サザンステート,コズミックフェアウェルS(3級),マーカン・ステルス,オリオン・フレア
2018106560,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),3,6,65.2,11,内田博幸,58,ダ1200,良,502(0),8,15,7,0.0121858449691244,メイショウヒューマ,コズミックフェアウェルS(3級),ウチダ・プルート,ソラリス・ゲート
2019105032,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),4,7,76.8,13,鮫島克駿,58,ダ1200,良,522(+4),9,15,15,0.0081327368250566,ホウオウフウジン,コズミックフェアウェルS(3級),サメジマ・パルサー,ブラックホール・パルス
2020104228,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),4,8,4.3,2,ムーア,58,ダ1200,良,538(+2),1,3,8,0.1747664389787708,ケイアイアニラ,コズミックフェアウェルS(3級),ムーア・メテオ,ソラリス・シフト
2020102238,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),5,9,226.7,16,藤懸貴志,58,ダ1200,良,480(+12),16,14,11,0.0053680835665727,スタードラマー,コズミックフェアウェルS(3級),フジカケ・ライトイヤー,スター・フレア
2020110136,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),5,10,8.3,3,松山弘平,58,ダ1200,良,484(+6),6,15,1,0.106104872414389,エコロアレス,コズミックフェアウェルS(3級),松山弘平,パルサー・シャドウ
2019104561,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),6,11,21,7,戸崎圭太,58,ダ1200,良,570(+18),7,1,6,0.0435217155378333,ダルダヌス,コズミックフェアウェルS(3級),トザキ・オーロラ,ノヴァ・シフト
2021101535,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),6,12,17.5,5,三浦皇成,55,ダ1200,良,484(+2),11,1,5,0.0515923003551402,ヨーカイディスコ,コズミックフェアウェルS(3級),ミウラ・プルサー,ネビュラ・レイ
2021101737,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),7,13,46.6,9,大野拓弥,57,ダ1200,良,502(+4),2,13,13,0.0357801023507814,エンヤラヴフェイス,コズミックフェアウェルS(3級),オオノ・オリオン,ルナ・パルス
2020105250,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),7,14,140.6,15,ドイル,58,ダ1200,良,478(+12),4,16,12,0.0109380586946375,ビルカール,コズミックフェアウェルS(3級),ドイル・ゼニス,コズミック・シフト
2021110136,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),8,15,1.8,1,坂井瑠星,57,ダ1200,良,494(+8),12,1,1,0.3995363050849629,アメリカンマーチ,コズミックフェアウェルS(3級),サカイ・ステラリス,ギャラクシー・シフト
2018103641,202406050812,2024/12/22,中山,晴,12,フェアウェルS(3勝クラス),8,16,31.3,8,丸田恭介,58,ダ1200,良,504(0),10,6,12,0.0184555659045537,ロードオブザチェコ,コズミックフェアウェルS(3級),マルタ・コスモス,コズミック・ブラスト